patch_id,event,wedge_id,layer,hit_index,particle_id,hit_id,module_id,x_cm,y_cm,z_cm,tpx,tpy,tpz,phi_deg,sp_z_min_cm,sp_z_max_cm,column_id,patch_in_column,is_rectangle
0,1000,0,1,0,873700664172085248,22329,120,3.15056,0.028866300000000001,6.9145099999999999,0.17002,0.0107759,0.36252200000000001,0.52494499999999999,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,1,301742068387020800,23988,136,3.2015699999999998,0.054056199999999999,6.92645,1.1776500000000001,0.029547500000000001,2.8954200000000001,0.967306,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,2,873700664172085248,23984,136,3.20045,0.034088,7.02027,0.17024800000000001,0.010977799999999999,0.36235800000000001,0.61023400000000005,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,3,301742068387020800,24075,137,3.3624900000000002,0.058691699999999999,7.3118499999999997,1.1775199999999999,0.0307791,2.8953799999999998,0.99998699999999996,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,4,873700664172085248,24025,137,3.3673299999999999,0.044844799999999997,7.37615,0.170768,0.0113603,0.36205599999999999,0.76299799999999995,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,5,639528739272654848,23965,136,3.2047099999999999,0.109665,8.4924700000000009,0.93657699999999999,0.023421399999999998,2.34137,1.9598899999999999,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,6,639528739272654848,24065,137,3.34307,0.11423700000000001,8.8396299999999997,0.93629700000000005,0.022592600000000001,2.34145,1.9571099999999999,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,7,671044109779075072,23970,136,3.2015699999999998,0.054056199999999999,11.956200000000001,0.52366900000000005,0.0191191,1.9921500000000001,0.967306,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,8,396317179525464064,24022,136,3.2058,0.128937,11.9803,0.41949999999999998,0.0261931,1.5106200000000001,2.3031899999999998,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,9,396317179525464064,24062,137,3.3346900000000002,0.13821700000000001,12.444699999999999,0.41939399999999999,0.026165299999999999,1.51061,2.3734500000000001,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,10,671044109779075072,24031,137,3.36267,0.058180000000000003,12.5702,0.52376,0.0197133,1.9920800000000001,0.99121700000000001,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,11,360290581529755648,24866,153,3.2880699999999998,0.121542,14.4894,0.36413299999999998,0.0038241999999999998,1.6254500000000001,2.1169500000000001,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,12,126104500418117632,24815,152,3.15591,0.12371600000000001,15.7483,0.17962500000000001,0.016538400000000002,0.879297,2.24492,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,13,864695114184785920,24806,152,3.15056,0.028866300000000001,16.275400000000001,0.22983100000000001,0.011421799999999999,1.1976500000000001,0.52494499999999999,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,14,126104500418117632,24832,153,3.2834500000000002,0.134738,16.372199999999999,0.17949899999999999,0.017152899999999999,0.879274,2.3498399999999999,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,1,15,864695114184785920,24854,153,3.3174999999999999,0.0373649,17.145600000000002,0.23025399999999999,0.011932,1.1969799999999999,0.64529300000000001,6.9145099999999999,17.145600000000002,0,0,0
0,1000,0,2,0,211696120521293824,31031,272,7.1561599999999999,0.105423,8.4506700000000006,0.32659100000000002,0.051336600000000003,0.39241700000000002,0.84400799999999998,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,1,211696120521293824,31080,273,7.3303399999999996,0.13098699999999999,8.6603700000000003,0.32635700000000001,0.050968300000000001,0.39257500000000001,1.02372,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,2,211672824618680320,31077,273,7.3020699999999996,0.247421,8.9694199999999995,0.42077900000000001,-0.0080037300000000006,0.49912899999999999,1.94065,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,3,481885503742808065,31074,273,7.2764899999999999,0.35280600000000001,9.0741800000000001,0.18185899999999999,0.076637499999999997,0.093772099999999997,2.7758500000000002,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,4,639517125681086464,31058,273,7.3306300000000002,0.12981000000000001,12.786899999999999,0.159937,-0.0184636,0.270096,1.01448,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,5,828664461739950080,31046,272,7.1597,0.020871000000000001,13.154199999999999,0.19923199999999999,-0.020039299999999999,0.36329699999999998,0.167021,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,6,828664461739950080,31068,273,7.3621800000000004,-0.00014369799999999999,13.523099999999999,0.199383,-0.0212426,0.36310399999999998,359.99900000000002,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,7,301747153628299264,31066,273,7.2982100000000001,0.26332699999999998,13.5694,0.201761,-0.0144318,0.39692,2.0663900000000002,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,8,328770675537870848,31725,305,7.2526799999999998,0.24101,15.5563,0.39694200000000002,0.10337200000000001,0.86191799999999996,1.90327,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,9,301742068387020800,31722,305,7.2641099999999996,0.193913,16.917899999999999,1.17496,0.051853200000000002,2.8949099999999999,1.5291300000000001,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,10,396324738667905024,31705,304,7.1060400000000001,0.11887300000000001,17.219799999999999,0.31072899999999998,-0.015651399999999999,0.75026999999999999,0.95838000000000001,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,11,396324738667905024,31727,305,7.2845500000000003,0.109749,17.651299999999999,0.31098500000000001,-0.017514600000000002,0.75007800000000002,0.86315299999999995,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,12,639528739272654848,31724,305,7.2722499999999997,0.16040499999999999,18.688700000000001,0.93384800000000001,-0.00067989899999999998,2.3417500000000002,1.2635799999999999,8.4506700000000006,24.853000000000002,0,0,0
0,1000,0,2,13,103598459470217216,32218,337,7.3167499999999999,0.186949,23.059000000000001,0.33177099999999998,0.030274100000000002,1.0566599999999999,1.4636400000000001,8.4506700000000006,24.853000000000002,0,0,0
